id,ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi
619.0,2.18,3.12,3.46,2.75,3.45,2.72,2.18,2.65,99.9,79.0,83.6,96.9,96.2,88.1,2.0,6.1,7.1,5.6,7.6,6.3,,Tidak Bekerja,0.0,Menengah
620.0,3.07,2.61,2.89,1.98,2.24,3.22,,2.99,79.0,77.7,80.8,87.4,91.9,82.5,2.0,1.7,5.8,5.5,6.0,6.7,6.6,Paruh Waktu,16.0,Menengah
621.0,2.53,2.3,2.96,2.41,3.0,2.33,2.55,3.7,80.9,77.0,96.7,74.5,78.1,90.8,2.0,6.9,7.4,3.5,6.2,4.1,3.8,Tidak Bekerja,0.0,Menengah
622.0,5.0,2.13,2.28,2.81,2.06,3.31,3.28,2.96,93.1,85.6,89.7,72.0,98.9,80.1,0.0,4.7,10.0,4.6,6.5,6.0,2.3,Paruh Waktu,16.0,Menengah
623.0,2.97,3.0,2.55,2.25,2.43,1.81,2.16,2.2,93.5,93.4,100.0,87.4,80.2,85.1,1.0,4.7,3.7,5.6,5.4,4.8,4.4,,0.0,Menengah
624.0,3.26,3.21,2.62,2.12,2.61,2.79,2.19,2.6,97.1,86.5,79.6,85.3,85.8,81.3,0.0,6.5,1.3,5.9,3.9,7.1,2.5,Tidak Bekerja,0.0,Menengah
625.0,2.57,3.52,2.97,3.08,3.14,2.63,2.89,2.83,91.4,80.5,77.9,96.8,92.9,76.6,0.0,8.8,3.9,5.2,7.3,7.3,3.6,Tidak Bekerja,0.0,Menengah
626.0,2.67,2.49,2.53,2.56,2.08,2.14,2.58,3.53,92.1,93.0,97.0,87.8,80.4,80.9,1.0,3.3,6.6,3.1,9.2,3.2,7.4,Penuh Waktu,45.0,Menengah
627.0,2.81,2.79,2.32,3.3,3.17,2.81,3.7,2.48,74.6,84.1,76.5,87.4,85.7,96.5,2.0,4.1,5.7,5.4,6.7,2.7,3.2,Penuh Waktu,35.0,Rendah
628.0,3.1,3.15,1.86,3.09,2.35,3.08,3.07,3.04,83.9,98.2,90.1,88.2,75.7,89.0,0.0,9.0,2.2,6.5,6.7,8.5,6.5,Penuh Waktu,31.0,Rendah
629.0,2.51,2.83,2.91,3.21,2.36,3.45,4.0,2.54,67.3,67.6,80.0,78.1,85.1,90.1,0.0,2.4,4.7,4.0,9.1,2.2,3.5,Tidak Bekerja,0.0,Menengah
630.0,3.26,3.23,3.36,2.14,3.19,2.28,3.14,2.38,88.5,100.0,94.3,75.8,73.6,92.8,0.0,7.6,5.9,4.0,5.1,5.9,4.8,Paruh Waktu,17.0,Rendah
631.0,2.55,2.72,3.41,2.24,3.63,2.13,3.23,2.51,75.9,98.2,85.8,85.4,82.2,79.2,1.0,4.6,0.0,1.3,5.8,7.4,7.7,Paruh Waktu,16.0,Menengah
,2.73,3.51,2.46,3.11,3.7,2.33,3.0,2.4,89.3,100.0,75.7,86.6,76.7,83.7,0.0,6.2,4.4,8.1,6.0,2.4,5.6,Paruh Waktu,10.0,Menengah
633.0,2.08,3.63,2.75,3.16,2.27,3.11,3.15,3.22,100.0,79.4,83.1,76.5,84.0,91.6,0.0,6.2,8.3,6.0,5.0,2.8,6.7,Penuh Waktu,44.0,Menengah
634.0,2.58,3.16,2.97,3.14,2.37,3.29,2.51,2.05,83.2,86.1,72.5,93.7,76.9,76.5,1.0,5.0,6.7,2.6,6.9,0.7,5.7,Tidak Bekerja,0.0,Rendah
635.0,2.72,2.22,3.13,2.95,3.02,3.32,,3.29,99.9,87.8,73.9,73.0,89.4,73.9,1.0,2.3,6.8,4.1,9.8,3.7,4.0,Paruh Waktu,13.0,Menengah
636.0,2.23,3.06,2.27,2.9,3.13,2.8,2.13,2.15,100.0,77.3,92.7,86.2,75.0,79.7,0.0,8.4,12.0,4.4,4.2,1.7,1.7,Tidak Bekerja,0.0,Rendah
637.0,2.85,2.75,2.5,2.85,3.27,2.95,2.69,3.21,75.4,82.8,83.0,72.6,80.8,64.3,2.0,8.8,3.1,8.2,5.1,6.1,4.0,Penuh Waktu,34.0,Menengah
638.0,2.71,2.81,2.2,2.25,3.28,2.13,2.69,2.91,99.1,80.2,92.6,83.8,63.2,85.5,0.0,4.9,5.9,3.7,3.9,7.4,4.3,Paruh Waktu,14.0,Menengah
639.0,2.86,2.1,2.64,2.86,3.1,2.83,2.92,2.73,74.9,77.0,71.8,100.0,70.3,94.5,1.0,2.1,6.5,6.9,7.3,2.9,5.3,Tidak Bekerja,0.0,Rendah
640.0,2.77,3.16,,2.91,2.3,2.23,,2.62,,72.5,100.0,67.1,87.3,82.1,1.0,3.7,4.6,6.3,6.7,4.6,5.7,Tidak Bekerja,0.0,Rendah
641.0,2.79,2.67,3.38,2.83,2.99,2.61,3.07,3.03,71.9,88.1,96.8,94.8,85.3,88.2,3.0,6.8,2.7,5.9,1.1,6.7,4.2,Tidak Bekerja,0.0,Menengah
642.0,3.13,,2.77,1.92,3.4,2.01,2.54,2.5,85.1,72.4,71.9,84.8,77.0,98.5,2.0,3.9,2.9,,5.9,10.4,1.2,Tidak Bekerja,0.0,Tinggi
643.0,3.85,3.07,2.81,3.0,2.55,3.4,2.55,1.77,81.1,75.3,82.2,82.4,97.0,92.0,2.0,5.5,5.0,2.9,,5.2,6.6,Tidak Bekerja,,Menengah
644.0,3.45,3.19,3.07,3.39,2.99,2.58,3.21,3.19,84.9,73.0,67.1,93.4,89.8,91.2,2.0,6.8,3.2,1.2,6.0,7.4,5.7,Paruh Waktu,18.0,Rendah
645.0,2.75,2.83,2.7,2.97,2.35,2.79,2.51,2.62,87.7,95.6,87.9,91.2,85.1,89.9,0.0,7.1,8.8,7.4,4.9,7.3,6.1,Paruh Waktu,16.0,Menengah
646.0,1.85,2.89,2.97,2.07,3.03,2.42,2.37,2.26,91.6,68.3,69.1,79.1,79.4,91.3,0.0,4.8,4.8,1.8,4.5,0.2,5.5,Tidak Bekerja,0.0,Menengah
647.0,2.89,3.44,2.8,2.85,2.17,2.17,2.78,2.79,87.9,97.7,73.8,100.0,70.1,88.7,1.0,2.5,6.4,2.0,0.0,5.3,4.8,Paruh Waktu,11.0,Rendah
648.0,1.6,2.83,1.53,3.29,3.01,2.61,3.03,,85.7,92.9,54.1,80.5,84.8,83.0,2.0,7.9,2.8,3.8,1.2,8.0,,Tidak Bekerja,0.0,Rendah
649.0,2.16,2.89,2.4,2.38,3.12,2.69,2.06,2.8,77.8,,75.0,100.0,97.1,64.9,2.0,4.6,4.8,4.5,3.7,6.5,6.9,Paruh Waktu,13.0,Menengah
650.0,,1.99,2.7,2.92,2.72,2.51,3.45,2.85,78.0,94.8,98.9,96.4,80.8,81.3,2.0,2.9,5.5,7.2,6.1,8.5,1.1,Penuh Waktu,31.0,Rendah
651.0,2.25,,3.74,2.26,1.97,2.12,2.94,3.62,100.0,93.4,93.8,89.6,92.3,88.0,2.0,3.4,8.4,7.7,3.4,6.3,7.9,Tidak Bekerja,0.0,Tinggi
652.0,3.17,2.57,2.76,2.43,3.58,2.69,2.29,2.39,86.3,92.5,71.6,100.0,88.1,89.7,2.0,4.8,5.0,4.7,7.0,5.0,6.5,Paruh Waktu,15.0,Tinggi
653.0,1.9,2.68,2.73,2.18,2.59,2.95,2.26,3.26,96.3,97.5,75.9,77.2,83.3,82.3,0.0,4.3,6.5,6.2,3.3,2.7,2.5,Paruh Waktu,11.0,Rendah
654.0,2.65,2.5,2.8,2.75,3.58,2.5,2.26,3.07,85.7,78.1,92.8,82.2,100.0,75.5,2.0,3.8,5.3,7.7,3.6,5.8,2.7,Tidak Bekerja,0.0,Menengah
655.0,3.19,2.45,2.46,2.31,3.03,2.25,3.29,3.41,76.2,83.1,85.2,93.8,100.0,68.1,2.0,4.4,4.5,2.2,4.0,5.9,4.4,Paruh Waktu,16.0,Rendah
656.0,2.6,3.41,2.45,3.63,1.97,3.41,2.3,3.47,80.3,96.0,97.7,79.2,95.2,84.7,0.0,2.1,6.0,3.0,3.7,3.2,5.8,Tidak Bekerja,0.0,Rendah
657.0,2.7,2.63,2.56,2.61,2.88,2.61,2.66,3.75,95.4,80.0,86.1,85.3,85.8,84.8,1.0,5.2,4.5,3.8,4.2,1.5,6.4,Paruh Waktu,15.0,Tinggi
658.0,2.35,2.72,1.78,3.05,2.7,2.23,2.85,2.03,84.5,67.0,68.5,80.5,77.8,88.8,2.0,5.0,9.2,4.5,0.0,0.9,2.6,Tidak Bekerja,0.0,Menengah
659.0,1.85,2.14,1.6,3.65,2.92,3.08,2.9,3.04,85.8,,86.1,78.9,84.5,87.7,1.0,5.2,2.0,2.3,7.2,4.4,6.2,Tidak Bekerja,0.0,
660.0,2.42,3.4,2.84,3.67,2.95,1.54,3.28,2.0,87.3,77.3,100.0,99.4,77.6,83.7,0.0,5.5,6.7,5.1,3.0,3.6,5.0,Paruh Waktu,12.0,Menengah
661.0,2.16,2.98,2.77,3.59,2.92,1.98,3.26,2.53,80.1,85.3,79.3,100.0,93.1,73.6,3.0,3.5,2.4,6.9,4.9,3.0,8.1,Paruh Waktu,11.0,Rendah
662.0,2.98,2.77,2.3,2.51,1.54,2.87,2.76,2.84,90.0,88.9,83.9,85.5,71.0,79.2,2.0,5.1,3.5,6.7,3.7,5.4,5.2,Tidak Bekerja,0.0,Tinggi
663.0,3.77,3.05,3.49,3.19,2.64,2.42,1.94,2.53,82.6,82.9,83.9,62.1,92.8,94.0,0.0,5.7,2.7,5.7,5.0,5.9,8.1,,42.0,Menengah
664.0,3.0,2.98,2.76,2.21,3.1,2.0,2.17,2.77,93.0,91.3,84.0,89.4,74.3,79.4,0.0,3.9,3.1,4.3,4.6,4.1,4.5,Paruh Waktu,11.0,Tinggi
665.0,3.26,1.83,2.66,2.8,3.02,2.81,2.95,2.63,76.9,92.8,,91.5,93.3,75.3,0.0,4.0,7.2,5.7,5.1,4.5,7.5,Paruh Waktu,13.0,Menengah
666.0,2.5,2.94,3.64,2.49,2.89,2.24,2.96,3.4,97.5,85.4,79.8,87.4,85.5,89.6,1.0,3.7,4.2,4.6,6.3,6.6,4.1,Paruh Waktu,14.0,Menengah
667.0,2.6,2.65,3.23,2.68,3.34,2.7,2.16,2.11,83.3,94.2,78.3,92.3,86.0,91.1,0.0,4.4,5.4,6.9,5.0,4.0,1.4,Tidak Bekerja,0.0,Menengah
668.0,3.4,2.14,3.61,2.69,2.26,3.13,2.53,,81.0,76.8,92.2,82.1,70.6,90.5,0.0,2.6,2.7,7.4,2.6,0.4,6.2,Tidak Bekerja,0.0,Rendah
669.0,2.85,2.61,2.92,2.46,2.41,2.66,,3.39,88.8,82.5,93.3,95.0,82.0,83.5,1.0,4.1,6.6,5.1,2.2,5.8,8.0,Tidak Bekerja,0.0,Menengah
670.0,2.4,3.7,3.53,2.98,1.89,2.45,2.2,3.66,69.7,100.0,83.9,73.0,94.9,91.3,0.0,2.5,4.9,7.8,4.2,8.4,3.5,Paruh Waktu,14.0,Menengah
671.0,2.04,2.68,3.24,1.75,2.84,2.42,2.81,2.56,90.9,97.3,100.0,83.9,92.4,88.4,2.0,5.8,8.0,3.6,4.3,4.6,3.0,Tidak Bekerja,0.0,Menengah
672.0,2.63,3.19,3.36,4.0,3.04,2.83,2.47,2.23,94.1,84.7,89.2,85.2,85.4,,1.0,5.8,6.9,2.5,6.2,2.4,6.4,Tidak Bekerja,0.0,Tinggi
673.0,2.73,,3.3,3.25,3.19,2.08,3.04,1.55,63.7,96.2,70.5,83.2,99.0,90.8,1.0,5.7,4.9,5.3,3.7,4.0,5.2,Tidak Bekerja,0.0,Tinggi
674.0,3.22,2.65,3.23,2.57,2.91,1.79,2.88,2.61,87.2,100.0,84.8,80.4,80.5,70.8,2.0,5.8,6.1,5.1,6.8,6.9,5.1,,17.0,Rendah
675.0,2.46,2.43,3.25,2.52,3.41,2.4,3.47,2.6,88.3,94.8,90.1,95.7,70.4,80.9,2.0,,3.5,6.9,4.0,3.5,6.9,Tidak Bekerja,0.0,Rendah
676.0,3.21,2.42,2.04,3.04,1.96,2.83,2.53,3.36,81.1,96.1,79.9,95.0,100.0,74.3,1.0,5.6,10.5,5.1,5.1,6.6,5.1,Tidak Bekerja,0.0,Rendah
677.0,1.75,2.54,3.35,2.57,2.4,3.19,2.32,2.14,87.7,83.2,72.6,91.4,89.6,81.4,2.0,4.4,5.9,7.4,4.4,6.3,6.1,Paruh Waktu,13.0,Rendah
678.0,2.21,2.29,2.76,2.53,2.88,3.16,2.89,2.74,93.3,84.0,77.5,96.6,60.8,85.6,1.0,4.3,3.2,5.6,5.9,3.3,2.2,Paruh Waktu,18.0,Menengah
679.0,2.34,2.26,2.92,2.51,3.59,3.48,3.07,2.16,78.3,97.6,79.4,96.2,89.7,85.5,1.0,3.6,4.8,5.4,7.1,3.2,4.5,Penuh Waktu,48.0,Tinggi
680.0,2.05,3.01,3.05,2.56,2.87,2.29,2.12,2.55,91.9,84.2,80.6,88.4,75.8,72.7,2.0,4.3,3.3,2.6,6.8,9.4,1.9,Paruh Waktu,15.0,Rendah
681.0,2.28,2.06,2.09,3.05,2.82,3.14,3.08,2.54,84.3,79.9,82.9,75.3,88.9,95.8,1.0,3.4,7.6,5.2,5.5,1.6,1.4,Penuh Waktu,45.0,Rendah
682.0,2.14,3.12,2.32,3.43,2.54,2.92,2.47,1.67,68.3,66.0,87.5,84.7,90.9,78.2,0.0,0.7,7.6,7.0,5.7,7.2,4.8,Tidak Bekerja,0.0,Menengah
683.0,3.36,1.78,1.57,2.55,3.22,1.99,1.73,2.78,91.3,78.2,79.0,91.3,76.3,77.1,0.0,5.6,5.8,4.6,8.0,6.5,4.3,Paruh Waktu,17.0,Rendah
684.0,2.58,2.48,2.73,3.24,2.59,2.26,2.65,2.62,84.1,78.7,88.6,97.9,72.3,89.5,2.0,6.9,4.1,7.5,4.9,2.7,2.5,Paruh Waktu,14.0,Tinggi
685.0,3.07,3.08,2.94,2.32,3.21,2.7,2.87,2.8,100.0,73.1,81.6,90.3,85.2,80.2,0.0,1.2,4.4,5.7,6.1,4.7,5.4,Paruh Waktu,12.0,Menengah
686.0,2.51,2.93,3.08,3.03,1.93,2.74,1.9,3.62,81.5,71.3,79.6,87.1,92.3,98.0,1.0,5.1,4.3,6.4,6.3,5.2,6.6,Tidak Bekerja,0.0,Rendah
687.0,2.5,3.45,2.42,2.9,2.78,2.45,2.99,,100.0,92.4,72.9,70.9,96.4,75.0,0.0,6.2,5.3,7.6,6.0,4.9,9.1,Paruh Waktu,12.0,Rendah
688.0,3.25,2.69,2.15,,2.77,3.32,3.31,2.81,100.0,84.0,83.6,59.3,80.5,93.5,0.0,8.1,3.3,5.9,7.1,5.0,0.4,Penuh Waktu,31.0,Tinggi
689.0,,3.12,3.07,2.02,2.31,2.42,2.65,2.4,82.6,91.5,79.4,88.0,86.8,55.4,1.0,3.4,7.0,3.2,2.9,7.1,5.3,Penuh Waktu,38.0,Menengah
690.0,2.7,2.62,2.83,3.62,3.39,2.58,3.11,3.09,81.2,84.7,90.4,77.7,82.6,83.0,1.0,4.5,4.4,5.9,5.1,6.3,10.0,Paruh Waktu,19.0,Rendah
691.0,3.13,2.51,2.56,2.24,2.63,2.26,,1.52,67.7,88.4,97.6,100.0,94.2,79.9,4.0,1.0,6.1,2.1,3.4,6.8,5.6,Tidak Bekerja,0.0,Menengah
692.0,3.22,2.79,1.94,2.92,3.1,1.37,2.88,2.54,82.8,75.9,83.5,98.9,80.5,94.7,0.0,3.4,6.5,5.0,5.7,5.0,6.3,Tidak Bekerja,0.0,Menengah
,1.55,3.6,2.96,2.59,3.46,3.02,2.81,2.95,81.2,72.6,94.6,84.3,67.4,90.1,1.0,5.1,8.4,5.5,2.6,1.4,7.5,Tidak Bekerja,0.0,Menengah
694.0,2.99,3.3,2.87,2.33,3.64,2.55,3.15,3.29,85.1,73.9,78.2,91.8,90.3,98.0,1.0,7.3,3.1,7.9,2.9,6.2,9.8,Penuh Waktu,44.0,Rendah
695.0,2.88,3.1,3.43,2.7,3.8,1.87,2.96,2.35,65.9,83.0,70.4,83.4,85.3,96.2,2.0,2.0,6.8,5.2,7.1,4.1,2.3,Tidak Bekerja,0.0,Rendah
696.0,2.56,3.1,2.84,2.0,2.38,2.33,2.52,2.81,88.1,61.3,95.3,84.1,73.8,94.5,1.0,0.8,1.8,9.3,5.3,3.5,5.2,Paruh Waktu,11.0,Tinggi
697.0,3.28,,2.02,2.55,3.27,2.65,2.66,2.44,82.3,93.5,85.9,83.0,91.5,85.7,1.0,6.9,3.6,5.5,6.8,8.1,2.8,Tidak Bekerja,0.0,Menengah
,1.74,2.96,3.03,2.71,2.33,2.63,3.81,2.49,77.1,61.9,95.4,72.6,85.9,100.0,1.0,5.7,5.7,4.3,5.6,5.2,6.1,Penuh Waktu,32.0,Menengah
699.0,2.86,2.75,3.38,2.73,2.88,2.43,3.16,2.13,81.9,74.5,82.0,79.5,93.4,82.8,1.0,8.0,4.5,2.8,4.5,6.0,8.4,Paruh Waktu,14.0,Tinggi
700.0,2.85,2.81,3.73,3.03,3.71,2.72,2.73,2.5,88.0,81.7,80.3,66.0,,81.2,0.0,7.9,4.8,6.3,5.1,5.8,3.0,Tidak Bekerja,0.0,Menengah
701.0,2.44,2.28,3.49,3.26,3.39,2.27,1.99,2.82,88.4,88.6,99.8,67.7,93.6,74.0,0.0,6.7,4.1,3.4,3.8,2.1,5.1,Paruh Waktu,17.0,Menengah
702.0,2.73,2.83,2.29,2.54,3.48,3.49,2.85,3.27,89.1,84.4,77.5,76.4,77.4,100.0,0.0,6.7,7.9,5.8,3.2,6.2,7.5,Tidak Bekerja,0.0,Tinggi
703.0,3.36,3.01,2.82,3.06,3.1,2.5,2.83,3.17,86.3,77.8,,81.1,90.8,99.3,1.0,6.4,3.4,5.6,0.0,4.8,6.9,,14.0,Menengah
704.0,3.18,2.79,2.63,2.18,2.43,3.19,2.12,3.64,85.9,69.1,90.0,89.5,80.6,94.4,1.0,3.8,6.3,4.9,4.4,7.7,7.0,Tidak Bekerja,0.0,Tinggi
705.0,3.7,3.43,2.3,3.55,3.22,2.23,2.85,2.99,74.2,92.1,100.0,98.7,86.6,82.2,0.0,5.7,3.0,4.0,1.1,5.9,4.3,Paruh Waktu,18.0,Rendah
706.0,2.24,1.86,2.66,2.95,2.76,3.3,2.92,3.08,,100.0,80.1,91.8,87.5,92.4,2.0,5.7,4.9,5.8,6.0,6.3,7.9,Penuh Waktu,43.0,Menengah
707.0,2.78,2.59,2.87,3.28,2.74,2.74,3.28,3.23,100.0,67.4,94.1,91.0,76.1,87.5,1.0,7.1,3.3,5.9,6.7,2.9,4.7,Tidak Bekerja,0.0,Menengah
708.0,3.15,3.07,2.32,3.08,2.33,1.94,2.57,3.31,91.6,85.0,80.8,81.1,86.1,74.3,,4.3,4.6,2.3,3.3,5.8,5.0,Tidak Bekerja,0.0,Rendah
709.0,2.48,2.88,2.69,4.0,2.99,2.18,3.63,3.27,85.4,80.6,71.7,89.3,78.2,76.2,0.0,6.6,8.1,4.0,6.6,5.4,5.7,Tidak Bekerja,0.0,Rendah
710.0,,2.85,2.23,2.47,2.44,3.17,2.31,1.87,65.3,70.3,98.6,85.2,90.0,90.4,1.0,5.1,4.9,7.1,5.3,7.8,6.2,Tidak Bekerja,0.0,Rendah
711.0,2.55,2.35,2.91,2.7,,3.69,3.21,2.76,70.9,80.0,92.1,73.3,100.0,85.1,4.0,5.1,3.7,6.0,2.7,9.3,7.6,Tidak Bekerja,0.0,Menengah
712.0,2.96,2.84,2.41,2.35,2.98,2.41,2.42,2.68,86.6,95.4,73.0,72.1,81.2,67.0,0.0,6.2,1.0,6.4,7.2,5.5,1.3,Penuh Waktu,40.0,Menengah
713.0,2.71,3.17,2.1,3.16,2.87,,3.29,2.87,75.2,94.8,82.6,85.4,76.4,84.5,1.0,3.1,4.7,5.1,6.2,2.2,7.0,Tidak Bekerja,0.0,Menengah
714.0,2.81,2.9,2.79,3.05,2.56,2.37,2.96,1.99,91.2,92.2,77.2,99.2,81.5,80.6,3.0,3.7,5.9,4.2,2.1,5.7,4.4,Tidak Bekerja,0.0,Menengah
715.0,2.83,3.14,2.43,3.57,2.89,2.15,2.82,2.84,86.2,62.0,79.5,71.2,71.3,86.7,0.0,3.9,4.3,3.2,7.8,5.1,2.0,Tidak Bekerja,0.0,Tinggi
716.0,2.75,3.26,2.53,3.06,2.91,2.6,3.09,2.35,97.4,77.2,71.6,70.8,85.9,79.4,3.0,5.4,2.8,6.0,5.4,4.1,6.2,Paruh Waktu,11.0,Menengah
717.0,2.89,2.67,2.36,2.55,2.49,3.12,2.92,3.1,73.4,99.3,80.7,74.0,80.6,100.0,1.0,4.2,4.3,4.6,4.7,3.4,5.3,Paruh Waktu,15.0,Rendah
718.0,2.58,2.57,2.82,3.3,,2.47,3.04,3.16,96.4,84.6,89.8,92.9,86.8,98.2,0.0,6.3,8.8,6.8,1.1,4.2,1.8,Tidak Bekerja,0.0,Rendah
719.0,2.58,3.27,2.39,3.02,2.27,2.66,2.91,2.25,71.9,89.9,96.2,84.2,80.4,86.6,2.0,5.1,5.5,0.0,2.9,3.3,5.3,Penuh Waktu,45.0,Tinggi
720.0,2.59,2.97,,3.02,2.97,3.34,3.67,3.21,91.7,81.1,62.3,98.0,100.0,88.1,2.0,3.0,7.8,7.2,0.9,5.3,5.5,Tidak Bekerja,0.0,Rendah
721.0,2.24,3.27,2.77,2.39,2.98,2.45,2.13,3.26,96.7,89.8,69.7,100.0,100.0,97.7,0.0,5.6,5.2,5.9,2.7,3.9,3.8,Paruh Waktu,10.0,Menengah
722.0,2.54,2.86,3.33,3.43,3.1,,2.74,2.31,78.5,89.8,75.3,80.5,74.3,91.6,0.0,4.3,0.6,8.3,7.0,1.0,6.5,Penuh Waktu,33.0,Rendah
723.0,3.38,2.82,3.15,2.02,1.83,2.66,2.11,2.77,76.6,88.1,77.2,90.6,76.2,66.4,2.0,6.7,3.5,7.7,3.7,3.4,4.4,Paruh Waktu,13.0,Menengah
724.0,3.3,2.7,2.49,3.42,2.42,3.06,2.72,1.83,96.3,57.4,65.2,90.3,90.3,78.6,1.0,5.3,0.0,6.4,5.5,4.9,5.0,Penuh Waktu,42.0,Rendah
725.0,3.21,2.26,2.21,4.0,2.32,3.56,2.72,2.54,81.7,84.4,98.4,92.6,82.9,66.3,0.0,5.0,5.3,7.5,2.1,4.0,3.9,Penuh Waktu,34.0,Rendah
726.0,2.69,3.0,1.66,2.95,2.9,2.78,2.68,,80.6,100.0,85.1,81.9,85.2,88.5,0.0,6.3,4.5,5.8,8.4,7.0,9.7,Paruh Waktu,15.0,Menengah
727.0,2.46,3.43,2.12,2.69,3.64,3.39,2.33,2.35,90.1,91.5,96.9,70.9,98.2,76.0,0.0,7.7,1.8,2.8,8.4,8.6,5.2,Tidak Bekerja,0.0,Rendah
728.0,3.22,2.97,2.41,3.26,1.96,2.66,3.62,2.35,91.1,67.4,78.5,86.8,88.5,100.0,0.0,4.0,6.2,6.1,3.8,6.9,6.3,,13.0,Menengah
729.0,2.45,,,2.58,3.28,2.32,2.81,3.64,88.1,77.0,88.5,100.0,85.4,92.9,0.0,5.0,,4.8,3.0,5.7,2.6,Paruh Waktu,15.0,Menengah
730.0,3.08,3.39,2.71,3.02,4.0,2.6,2.72,2.67,,90.6,85.6,71.4,85.2,79.7,1.0,1.5,7.3,,5.8,0.0,6.0,Tidak Bekerja,0.0,Menengah
731.0,2.47,2.41,3.13,2.8,1.99,2.97,1.71,2.19,85.1,78.8,96.9,86.7,91.3,91.7,1.0,4.1,2.9,4.9,6.7,4.5,6.2,Tidak Bekerja,0.0,Menengah
732.0,2.17,2.43,3.21,2.15,2.41,2.64,2.58,2.26,83.1,,83.8,78.4,94.5,100.0,3.0,6.9,2.8,2.8,5.9,5.3,2.6,Paruh Waktu,13.0,Rendah
733.0,2.2,3.14,2.94,2.79,2.66,2.87,2.61,2.59,100.0,69.1,69.3,92.8,72.8,65.0,2.0,7.0,7.5,2.4,1.4,2.6,3.6,Tidak Bekerja,0.0,Menengah
734.0,3.47,2.69,2.52,3.88,3.11,2.88,3.43,2.9,79.9,85.8,95.4,65.1,82.1,98.8,0.0,4.0,8.1,7.8,4.9,3.9,4.4,Paruh Waktu,15.0,Rendah
735.0,2.71,3.37,2.71,3.35,2.8,2.76,2.6,3.24,86.3,77.7,88.3,80.4,79.9,96.8,1.0,4.7,9.3,6.5,3.5,3.3,2.5,Tidak Bekerja,0.0,Menengah
736.0,2.2,2.92,2.71,3.22,2.3,2.59,3.62,2.58,87.2,78.4,82.7,89.8,91.6,86.2,0.0,,5.3,3.5,4.6,5.7,7.0,Penuh Waktu,33.0,Menengah
737.0,2.25,2.53,3.25,2.48,2.7,2.13,2.47,1.98,87.8,88.7,88.4,89.0,88.4,69.7,1.0,3.4,0.5,4.1,3.3,4.9,9.9,Paruh Waktu,14.0,Tinggi
738.0,2.6,3.08,2.68,2.79,1.49,2.76,1.84,2.14,71.6,74.6,79.5,80.1,91.6,87.2,1.0,1.2,5.2,5.6,4.3,4.9,5.4,Tidak Bekerja,0.0,Menengah
739.0,3.46,3.18,3.02,3.58,3.71,2.69,2.27,2.61,100.0,69.3,80.3,70.9,86.2,73.0,1.0,4.8,1.1,6.2,,4.2,4.7,Penuh Waktu,49.0,Tinggi
740.0,3.03,2.93,2.13,1.88,3.14,2.69,2.21,3.16,79.4,78.4,76.3,77.4,77.0,88.3,0.0,8.1,2.2,4.3,4.7,5.9,7.0,Tidak Bekerja,0.0,Rendah
741.0,3.13,4.0,1.76,2.65,,2.44,3.17,2.32,86.5,79.8,97.2,78.2,81.5,94.5,0.0,2.9,5.1,1.4,2.8,5.8,3.0,Penuh Waktu,46.0,Menengah
742.0,2.85,3.46,2.9,3.51,3.08,2.62,2.68,3.66,98.0,100.0,74.9,66.2,76.6,86.7,2.0,3.7,5.1,4.1,1.5,5.9,5.1,Penuh Waktu,42.0,Rendah
743.0,2.61,3.4,3.85,3.18,1.88,3.06,3.42,1.72,94.4,83.0,98.2,84.3,88.4,88.6,0.0,6.4,5.9,3.2,4.5,5.0,7.5,Tidak Bekerja,0.0,Rendah
744.0,3.17,3.25,2.98,2.55,3.2,2.42,3.63,2.71,69.6,73.1,85.4,86.4,100.0,74.6,0.0,5.1,2.9,4.0,8.4,2.7,6.2,Tidak Bekerja,0.0,Tinggi
745.0,3.27,3.69,3.75,3.32,2.56,2.75,2.59,2.14,82.0,94.1,76.3,62.2,72.5,93.2,,1.6,4.1,4.2,5.5,5.5,5.8,Tidak Bekerja,0.0,Menengah
746.0,3.45,2.96,2.82,2.86,2.56,3.75,2.34,2.86,86.2,95.1,96.0,84.7,87.9,88.3,1.0,0.5,1.8,3.8,3.9,2.6,6.5,Penuh Waktu,30.0,Rendah
747.0,3.33,2.74,2.45,2.39,2.57,2.53,3.18,2.46,83.2,92.8,81.7,80.6,93.7,96.6,1.0,5.1,8.3,5.3,6.8,8.9,3.7,Penuh Waktu,33.0,Rendah
748.0,2.84,2.74,3.63,3.09,3.24,3.02,2.83,2.98,65.2,82.4,71.0,73.2,96.9,74.2,1.0,2.4,5.8,4.9,5.9,8.5,6.1,Paruh Waktu,18.0,Menengah
749.0,3.02,2.3,2.44,1.92,3.27,2.58,2.98,3.46,87.2,83.9,86.9,85.6,97.5,88.1,2.0,3.9,7.1,7.5,2.3,8.1,5.7,Penuh Waktu,38.0,Tinggi
